职位,职位诱惑,薪资,工作地点,工作经历,学历要求,工作种类,工作描述
中高级Python开发工程师,"五险一金,餐补,全勤奖,年终奖金",20k-30k,北京,经验3-5年,本科及以上,全职,岗位职责：参与产品模块的需求分析与设计独立负责模块的设计、开发、测试、部署与维护核心业务逻辑必须有单元测试提供负责模块的api sdk按时按质完成工作，对工作有合理评估，对紧急任务能及时完成提供完整清晰的设计文档、接口文档随时响应并解决突发问题完成领导交办的其他工作任职要求本科以上学历，四年以上业务后台开发经验有较强的逻辑思维能力和产品业务理解能力熟练掌握以下技术熟练掌握Django、Flask、Tornado等框架，有实际项目经验。对常用功能的底层原理有所了解，至少完整阅读过其中一个框架的源码，了解其特性。熟悉各框架常用的部署方案Uwsgi、Gunicorn、Nginx、Supervisor等熟练掌握MySql，掌握其表引擎、索引等原理及特性。实际工作中有处理表“死锁”、慢查询优化的经验熟练使用MongoDB掌握基本的Web页面开发能力，熟练使用JQuery熟悉HTTP协议及原理善于沟通，有较强的协调能力和技术攻关能力
Python开发工程师,"扁平管理,六险二金,免费三餐,弹性工作",25k-50k,北京,经验3-5年,本科及以上,全职,工作职责:1. 负责安全管理系统开发，实现安全日常工作的自动化2. 负责安全监控数据及业务日志的数据分析工作3. 负责风控系统开发，包括反爬虫、帐号安全、WAF等系统的开发工作4. 负责公司产品安全相关的功能模块的设计与开发任职资格:1. 熟练掌握常用数据结构和算法，并能灵活运用2. 精通一种或几种语言，PHP / Python / Go/JAVA 等 ； 3. 能承担较大工作压力，有较强独立分析，解决问题的能力4. 逻辑思维清晰，良好的文字和语言沟通表达能力5. 有激情和责任心，积极主动，具有良好的团队协作和对外沟通能力；6. 全日制本科及以上学历加分项1. 有大访问量处理开发经验2. 对nginx有深入的理解和熟悉lua开发3. 具有WAF、风控、数据防泄漏、大数据安全等研究和开发经验者优先； 
中高级python开发工程师,发展前景好,15k-30k,深圳,经验3-5年,大专及以上,全职,1、3年以上Python以及Django开发工作经验，熟悉Oracle数据库;2、2年以上数据采集，有金融工程项目经验;3、对算法和数据结构比较了解，并能灵活运用者优先;4、良好的自我驱动与学习能力。
高级Python开发工程师,大牛多,25k-50k,北京,经验3-5年,本科及以上,全职,岗位职责：1. 负责搭建和持续改进众包平台产品的后台服务；2. 负责技术攻关和创新技术引用，解决产品开发过程中的高性能，高并发和高可靠性问题；3. 指导和协调其他开发人员的工作。任职要求：1. 3年以上的后端开发工作经验有良好的计算机专业知识和扎实的编程功底，计算机相关专业本科及以上学历；2. 熟练掌握至少一门Python Web开发框架（Tornado、Django、Flask等)；3. 熟悉MySQL/Redis/MongoDB；4. 熟悉分布式、微服务、高性能Web服务的开发，有一定的系统架构设计能力者优先；5. 有独立分析和解决问题的能力，有良好的团队合作精神。
python工程师,"五险一金,项目奖金,带薪年假,年底双薪",10k-15k,深圳,经验1-3年,本科及以上,全职,岗位职责：1、数据系统的技术研发；2、后台支撑系统（监控系统，调度系统，配置系统等）的技术研发；3、深入发掘业务需求并能够敏捷的将其实现。4、参与公司产品的用户调研、需求分析、技术方案的制定并撰写相关技术文档。5、开发渲染平台相关功能Python代码；6、按照设计要求且遵循代码书写规范编写程序，并对其质量、性能负责；7、负责现有python项目的维护，新功能开发、完善、重构、以及项目整合。8、利用python构架一个高性能的计算及数据提取框架，支持前端应用。9、负责公司业务支撑系统的开发和改进，其他新兴业务后端开发 任职要求：1、3年以上开发工作，1年以上python2、熟练Python语言    3、掌握Django/Flask4、熟练Linux运维     5、有数据分析方面工作经验6、熟练掌握Mysql、MongoDB数据库
python开发,"五险一金,绩效奖金,交通补贴,弹性工作制",10k-18k,广州,经验1-3年,本科及以上,全职,职位说明：1、负责机智云平台服务的开发维护工作。2、独立处理和解决所负责的任务。任职要求：1、计算机相关专业本科及以上学历，需要有一定的系统分析能力，2年以上开发经验。2、 能熟练使用 Python 在 Linux 环境下进行开发。3、 熟悉 MySQL，MongoDB，Redis 中的一个或者多个。4、 熟练使用 git。5、 熟悉 Django 框架，能独立开发 Web 服务和 RESTful API 服务，有独立完成的线上作品优先。6、 有 Docker 使用经验优先。7、 有 RabbitMQ 或其他消息队列使用经验优先。备注：此岗位接受优秀实习生、应届生应聘。
PYTHON研发工程师,"上市公司,五险一金,薪酬福利好,发展空间大",25k-35k,北京,经验3-5年,本科及以上,全职,"位描述：一、岗位职责:1、负责多个垂直频道的数据抓取工作、研究各种网站、网页、链接的形态，发现它们的特点和规律；2、对抓取的数据进行除重，匹配，过滤等处理；3、网络爬虫工具的设计、开发及优化；4、网页信息抽取等核心算法的研究和优化；5、熟悉网络爬虫原理，设计，实现二、任职条件：1、计算机相关专业，一本院校本科及以上学历；2、3年以上工作经验，其中至少1年爬虫技术领域的工作经验；3、精通Python语言，有go、java等其他语言开发经验者优先，有扎实的数据结构和算法功底；4、理解http，熟悉html, DOM, xpath, scrapy等，精通网页抓取原理及技术、正则表达式，能从结构化的和非结构化的数据中获取信息；5、熟悉爬虫、种子、去重、提取、过滤、分发、DNS cache、异步处理等概念和过程；6、熟悉linux开发环境，熟练使用Mysql，熟悉Nosql数据库如mongoDB,Redis等；7、了解Hadoop、Spark等大数据框架和流处理技术者优先。"
高级Python研发工程师,"扁平化管理,福利待遇佳,学习氛围好,晋升空间大",25k-35k,北京,经验3-5年,本科及以上,全职,岗位职责：1. 负责掌阅用户系统、运营系统、资源平台的设计，开发；2. 根据需求制定技术方案，项目计划，并制定相应测试方案和执行；3. 负责分析业务领域比较复杂的问题，提出解决方案；4. 负责对现有系统进行优化，重构不合理的代码。任职要求：1. 3年以上Python编程经验，Python架构系统经验者优先；2..精通Python语言，熟悉Python多进程应用开发，熟悉tornado、django、web.py等网络开发框架； 3.熟练使用mysql，熟悉mysql的各种存储引擎，熟悉索引工作原理，有丰富的mysql性能优化经验以及高可用、集群实战经验；4.拥有良好的代码习惯，结构清晰，命名规范，逻辑性强，遵守pylint和pep8规范；5. 善于团队合作与管理，对新技术有强烈的探索欲望，责任心强，能够承受工作压力，有强烈的责任心。
Python开发工程师,周末双休 前景广阔 年底双薪 年终奖,8k-16k,杭州,经验1-3年,本科及以上,全职,岗位职责：1、运营脚本支撑。2、互联网数据采集；3、爬虫系统开发和优化岗位要求：1、有1-2年python开发经验，扎实的编程基础，热爱编程；2、有良好的团队合作精神，有责任感，沟通能力良好； 3、对开源软件有强烈兴趣，热衷于性能分析与调优者优先； 4、熟悉Linux系统5、熟悉mysql数据库6、良好的编码风格及测试习惯
Python AI工程师,"五险一金,提供住宿,员工旅游",20k-25k,深圳,经验3-5年,本科及以上,全职,工作职责：1、负责项目产品推荐研发工作，架构大数据系统、用户画像、行为趋势分析；2、深入理解业务以及机器学习，数据挖掘等技术，持续提升推荐效果。3、负责公司AI和产品的开发，参与核心代码和软件的编写；4、能够独立完成详细设计及编码、进行代码审查；职位要求：1、本科及以上学历，硕士、博士优先。统计、计算机、应用数学、人工智能、模式识别等相关专业。三年以上工作经验。2、有机器学习、深度学习、计算机视觉、自然语言处理等相关领域研究经验。3、至少精通C、C++、Python、Java、R或者其他语言中的一种，有较强的编程能力；4、对统计机器学习（如神经网络、Boosting、图模型、概率统计、最优化方法等）、计算机视觉（如图像识别、目标检测和跟踪、语言识别等）、深度学习、自然语言处理、reinforce learning，markov decision process等至少一个领域有深入的研究。5、具备较强的逻辑分析能力，能够进行跨学科系统及产品开发。6、有很强的解决问题的能力，善于学习新事物。福利待遇：南方网通成立于2007年，是一家致力于网络营销推广和计算机互联网信息技术领域的互联网公司，伴随着互联网行业近年来的迅速发展，南方网通目前进入快速发展的通道，全国已开设二十几家分公司，拥有员工五百多人，目前正在筹划上市。    如果您身怀绝技，胸有大志，想大展才华，我们就敢收，南方网通会给您提供施展才华的平台，您可以在轻松的伙伴式工作氛围中，享受与公司共同快速成长的快乐! 还犹豫什么，赶紧加入我们这个快乐的南方网通大家庭吧！加入南方网通我们能给您提供什么？让我耐心告诉您：1、股票期权2、带薪年假3、提供住宿4、一年两次提薪机会5、一年两次团队旅游，员工活动丰富多彩6、一年12次表彰大会（奖励优秀员工及业务突出员工）7、 广阔的发展、晋升空间。 公司主页：http://www.51g3.net/邮    箱：hr002@51g3.net公司地址：深圳市南山区南头关口二路智恒产业园16栋3楼工作地址
